,Core,Rim,Inv,Neg,Pos
DIDO1,5.155752139,5.112949006,5.182141503,4.145102731,2.712390815
DIMT1,6.496755162,6.501663187,6.635520829,4.743476415,3.668261232
DIO1,0.698303289,0.77071254,0.7004126,0.348506857,0.341041888
DIP2B,6.018312114,6.02581142,6.400115206,4.320907179,3.809047482
DIPK1C,5.5058546,5.703193952,6.311807012,3.194814448,3.121958529
DIPK2A,5.083990405,5.061890703,5.460037827,3.76747874,3.154346882
DIPK2B,3.410354098,4.020142516,4.291642919,3.077359365,2.569062546
DIRAS1,6.063849247,6.29128482,6.569605883,3.843526862,2.86816392
DIRAS2,4.46126415,5.061216569,6.025046198,3.354203543,2.112252141
DIRC1,0.15942773,0.048655441,0.011863786,0.009204808,0
DIRC3,1.9560052,1.829665306,1.447213114,0.973961708,0.882881706
DIS3L,5.63546382,5.601583127,6.016395839,4.073393709,3.180584264
DIS3L2,4.303916429,4.352307829,4.560303386,3.739388659,3.818144054
DISP1,4.160717385,4.017597204,3.944683674,2.840150073,2.665706776
DISP2,3.024381254,3.321751901,3.947709569,1.467508409,1.297582574
DISP3,3.456818166,3.334833619,4.211813457,1.991356998,1.341785959
DIXDC1,0.026151231,0.103062017,0.173200702,0.014250605,0.018180833
DKFZp451B082,2.478253905,2.318261758,3.054673441,1.852966308,1.202931978
DKK1,2.288298421,2.902794247,2.007561125,1.320576132,0.750303401
DKK2,0.73039052,0.948054268,1.044058169,0.494155739,0.505531783
DKK3,8.589235139,9.020334045,9.272014319,5.209494821,4.032436716
DKK4,0.233471178,0.135161365,0.330202999,0.127594669,0.031462541
DKKL1,0.881524379,0.783024838,0.656219415,0.16272372,0.247233004
DLC1,4.471063273,4.73749374,5.112716113,2.988060779,2.746934616
DLD,6.986368317,6.917829706,6.92298917,5.117026953,4.701950881
DLG2,3.424293866,3.81455779,5.03855127,2.80198063,3.042997501
DLG3,4.321942782,4.431984963,4.712052761,2.186507949,2.162784047
DLG5,6.479387555,6.279128276,6.024488057,3.373094783,2.426793983
DLGAP2,0.931003499,1.257498519,2.157324493,0.536239166,0.823809895
DLGAP3,3.185475251,3.465188652,4.620093864,2.305830589,2.773287552
DLGAP4,5.891448418,5.988960316,5.855999021,4.942675676,3.290712672
DLGAP5,3.562101018,3.401003683,2.57498983,2.44735842,1.858511808
DLK1,0.893913193,0.955337141,0.992911917,0.613427639,0.115448263
DLL1,5.212826972,5.012190765,5.42757292,3.779965488,4.680771522
DLL3,6.267987784,6.643776085,6.733190918,6.139560425,4.328843087
DLL4,3.650310978,4.173693065,3.5578118,2.414229963,1.443605032
DLST,6.656379568,6.638506043,6.632671014,4.196398688,4.305396962
DLX1,3.066726059,2.951926244,3.124645752,1.411963568,1.407195774
DLX2,1.919774341,1.90275725,1.601172994,1.000095748,1.76709706
DLX5,2.624988595,2.662591458,2.127314837,1.307876044,1.402914772
DMAC1,6.321207087,6.351701111,6.375677271,6.030124379,6.161951324
DMAC2,0.06901829,0.070029673,0.170747021,0.30043563,0.023919943
DMAP1,6.474259918,6.448314097,6.510773038,4.641986425,3.891018693
DMBT1,0.360348058,0.526401077,0.96106121,0.894073315,0.78093444
DMBT1L1,0.016156798,0.016486992,0.069099099,0.146776025,0.184281674
DMBX1,1.271997789,1.323077044,0.435811181,0.519236706,0.476269088
DMC1,0.51036248,0.531400686,0.803324547,0.253408531,0.500772898
DMD,4.015567675,3.957474919,4.177146568,1.518264325,2.758129289
DMGDH,2.032091873,2.135020375,2.27845685,0.603153566,0.554488344
DMKN,1.389542399,1.433332038,1.621226413,0.680148893,0.653451064
DMP1,0.506802494,0.572782236,0.164293028,0.181183512,0.563911802
DMPK,7.257753251,7.205631714,7.242622336,5.600188015,4.828202442
DMRT1,0.233388828,0.198941671,0.165324731,0.08744593,0.241058179
DMRT2,2.082185422,2.347615814,3.047461667,1.78314786,2.424914983
DMRT3,0.479015807,0.655446109,0.758648454,0.066241685,0.328786916
DMRTA1,1.704356651,1.514122983,1.050577531,0.645565218,1.466595227
DMRTA2,3.038838324,3.140863949,3.154554635,2.015498285,1.204761875
DMRTB1,0.116901227,0.039810804,0.071921742,0,0.229134116
DMRTC2,0,0,0,0,0.004745628
DMTN,5.082508324,5.458751513,6.365725111,3.110667114,1.853145728
DMWD,6.699760241,6.718840132,6.928929667,4.740595064,3.629880431
DMXL1,4.628309612,4.516656421,4.700898288,2.62859163,3.274648453
DMXL2,5.083881076,4.956412537,5.096159758,3.540019652,3.694165549
DNA2,2.954624555,2.860400812,3.003435373,1.655995144,1.747701857
DNAAF3,2.610960941,2.424808776,2.248636458,0.45830802,1.954103797
DNAAF6,0.471233844,0.342991797,0.251371984,0.956456523,1.029391075
DNAH1,3.425784479,3.44492157,3.760940161,2.952042984,2.420081711
DNAH10,1.752135292,1.881952818,2.104246212,2.099492729,1.82912994
DNAH12,0.877917214,0.795388647,0.764684967,0.286224421,0.784541307
DNAH14,0.183894524,0.264959324,0.359223505,0.933421342,0.361682071
DNAH5,1.677045284,1.495932717,1.376418623,0.646221294,0.869181614
DNAH6,1.585386147,1.358517432,1.736914215,0.495760224,0.774937406
DNAH9,2.937692532,2.922559386,2.884462539,1.780451094,1.628953253
DNAI1,1.821120101,1.571736455,1.7831633,1.629344832,1.162574004
DNAI2,1.103206323,1.172196358,0.903913195,0.101838456,0.711858099
DNAI3,1.296067944,1.478538654,1.462253392,0.179405638,1.906874651
DNAJA1,8.866725537,8.856043301,8.87764003,7.472679355,7.359981239
DNAJA2,7.020977843,7.036457806,7.116787307,5.109996735,5.366979999
DNAJA3,6.736533486,6.7307872,6.76994094,5.073120287,4.363053218
DNAJA4,4.546721858,4.833359582,5.709625754,4.509913286,5.441079125
DNAJB1,8.738280262,8.960605876,8.30442864,10.21999452,10.72989768
DNAJB12,5.384733503,5.488298349,5.698695481,5.425807768,5.607953116
DNAJB13,1.743509494,1.608796012,1.484940124,0.818400925,1.005994497
DNAJB14,4.53059798,4.472357544,4.828696552,3.48942788,3.695174195
DNAJB2,7.872214625,7.992224093,8.349586897,6.730581578,6.779632507
DNAJB4,6.248016039,6.027799296,6.166073619,4.125120055,4.892826639
DNAJB5,6.386817651,6.508740064,6.142158838,4.8331813,3.86995537
DNAJB6,5.862967246,5.787671591,5.842312218,4.788931859,3.85874515
DNAJB9,7.093440672,6.981535312,6.493107733,4.754433043,3.603620825
DNAJC1,5.593133808,5.649914993,5.361185858,3.590946078,3.219950987
DNAJC10,6.528855701,6.484875405,6.477520261,5.075842949,4.675846644
DNAJC12,4.932521047,5.05870044,5.450486346,3.219347897,2.593546969
DNAJC13,5.427273933,5.347211627,5.185575639,4.115090383,4.028251137
DNAJC15,5.845010666,5.938399851,6.110998934,5.291311718,4.639238723
DNAJC18,5.577608989,5.609699021,6.022575309,3.508161737,3.339054075
DNAJC19,6.314039864,6.320136147,6.272283764,5.313248515,4.245923924
DNAJC21,4.633442057,4.582203526,4.667498003,2.864768649,3.508927654
DNAJC22,2.949499161,2.911906837,2.873000157,1.143709207,1.79989891
DNAJC28,0.008407588,0,0.026196699,0,0
DNAJC3,5.699306959,5.708031987,5.505537205,4.263851127,3.98535843
DNAJC4,5.851940652,5.851683309,5.853214403,4.856089469,4.216240421
DNAJC5B,0.747195789,0.826012091,0.39987269,0.633819258,1.397361999
DNAJC5G,0.360012414,0.40570984,0.845201538,0.015861404,0.006746618
DNAJC6,5.729632974,6.180636439,7.033826561,4.94898617,4.953782697
DNAJC8,7.977172127,7.884139424,7.950166387,5.884599205,5.534001247
DNAL1,4.659242906,4.571401284,4.850346489,2.221176758,2.849873333
DNASE1L2,3.737772548,3.739267756,3.918050463,1.60233491,1.852103055
DNASE1L3,0.469553793,0.427586369,0.424508583,0.882991243,1.070741007
DNASE2,7.22432505,7.171879106,6.836010813,6.298782438,5.237042063
DNASE2B,0.957358774,1.159321479,1.365248711,0.674861126,1.110865994
DNER,8.739710648,8.942305784,8.940234729,6.38166017,6.767308249
DNHD1,3.431891901,3.258545718,3.194639524,2.316237872,2.004166657
DNM1L,6.595522198,6.629705966,7.0079063,4.57220026,4.049091289
DNM1P46,0.835571857,0.913868959,0.88413514,1.48051815,0.215054986
DNMT1,6.256686088,6.222589521,6.11462047,4.182328368,4.760293687
DNMT3B,2.164659598,2.147800622,1.994339692,1.072952166,1.015385939
DNMT3L,0.288400252,0.286106894,0.159354077,0.16836183,0.161248034
DNPEP,5.895697519,5.849679688,5.697458363,3.754053457,3.987776375
DNPH1,7.511265853,7.574880985,7.476468012,6.885862407,5.880925623
DNTT,0.022924524,0.039226753,0.093073987,0.144440942,0.740804594
DNTTIP1,6.636512517,6.590021429,6.405374495,5.742631236,4.151588854
DNTTIP2,6.708620034,6.618067813,6.446329632,4.934620669,4.341599286
DOC2B,0.049022669,0,0.013318133,0,0
DOC2GP,0.929586649,0.770797255,1.056022938,0.630262606,0.515224686
DOCK11,4.356080767,4.301674466,4.117600096,3.111667547,3.834289975
DOCK3,3.323703462,3.4551497,4.303727094,1.478905795,1.985471368
DOCK4,5.537120839,5.587405264,6.035637768,4.536917115,5.034067596
DOCK9,3.86726,4.301064853,5.207856393,3.194076192,3.117905606
DOHH,5.934647331,6.169267755,6.500381342,5.495704291,5.599512324
DOK3,4.532963898,4.721243768,4.047886297,4.35603964,3.76193052
DOK5,6.143612635,6.050152669,5.652584965,2.906731262,2.766142764
DOK6,1.932658588,2.337257272,3.121909423,1.925083923,0.683725184
DOK7,1.4054667,1.524210442,1.612895084,0.436962031,0.739362388
DOLPP1,5.686638165,5.758106546,5.774320694,4.204062381,4.083800524
DOP1B,3.821877462,3.921659228,4.022226232,2.865980631,3.127211899
DOT1L,5.748861636,5.674423145,5.389942288,4.19885513,4.794587497
DPAGT1,5.390454163,5.39053073,5.243612278,3.85584921,4.118596882
DPEP1,2.975667622,3.213664406,2.607530222,2.765026221,0.815512992
DPEP2,2.632340775,2.860287649,3.045968845,5.224653243,3.357444045
DPEP3,0.601948103,0.675944894,0.920078381,1.151639393,1.041861196
DPF1,5.206543639,5.500021102,5.833922006,4.318615736,3.408579034
DPF2,7.030066995,6.947047299,7.006177492,5.397449691,4.538126251
DPF3,4.273160556,4.329332887,4.182897106,2.162892675,1.663906042
DPH2,5.783225082,5.69668125,5.709434576,4.412476265,4.130338353
DPH3,5.833013861,5.848416109,5.630837742,3.700663982,3.911418366
DPH5,5.533088897,5.365775478,5.270558315,4.8573096,5.024728449
DPH7,6.039192126,5.955316701,5.805468756,4.370975816,3.43326094
DPM1,6.962063187,6.882328009,6.660541564,5.79708141,5.677518207
DPM2,6.853559603,6.976738855,6.570355701,4.948679281,6.867762787
DPM3,7.427295519,7.51195327,7.288854818,8.616752493,6.460608233
DPP4,2.728281064,3.055369271,2.075625754,2.101790984,1.270737949
DPP6,6.066373789,6.442994277,6.90175251,4.483651206,4.221104912
DPP7,8.773872725,8.689868281,8.453397122,6.717418872,7.97745736
DPP8,4.663081414,4.656144001,4.86864954,2.686029839,2.452733978
DPPA2,0.010348826,0.018566988,0,0.027133022,0.07509045
DPPA3,0,0.038877987,0,0.013292335,0.009796731
DPPA4,0.32180177,0.573483902,0.298239891,0.341401049,1.097302722
DPPA5,0.018552918,0.061214981,0.046605528,0.342676153,0.019344349
DPRX,0,0.062557076,0.027272036,0.642666238,0
DPT,0.729418833,0.981020438,0.703287337,0.630427956,0.357734339
DPY19L1,6.911035508,6.882404129,6.50000921,4.211371365,2.974868227
DPY19L2,3.365684001,3.375195577,3.695881968,1.50121505,0.99495295
DPY19L2P1,1.921525643,1.861373803,1.712396321,0.63534277,0.439030983
DPY19L2P2,3.220442752,3.007556703,3.082089102,1.103708258,0.826213998
DPY19L2P4,2.171635962,2.053643916,2.426173534,0.746191488,1.210040368
DPY19L3,6.171774058,6.113218688,6.037065932,3.309870344,2.72691348
DPY19L3-DT,1.680888426,1.576916739,1.31204576,0.486552795,0.231419292
DPY19L4,5.693855308,5.534905766,5.7140769,3.05305486,2.681474682
DPYS,0.765702875,0.738736698,0.963621172,0.980678787,0.646395164
DPYSL2,9.679725875,9.699375855,9.885437676,6.853790728,7.367636485
DPYSL3,9.529119041,9.451987067,9.029350506,6.304009971,4.125540567
DPYSL4,6.106297034,6.146210586,6.320124691,4.280989253,4.91045457
DPYSL5,6.304289911,6.498049921,7.171409283,5.271045684,5.837295735
DQX1,1.448469599,1.383283948,1.127063696,0.321160989,0.202552448
DR1,6.322154483,6.187218911,6.239295082,4.605245336,4.26197959
DRAIC,1.343699052,1.273876729,1.383240719,0.661542476,0.693576112
DRAM1,4.652681622,4.688949817,3.90048528,2.46827811,2.826530997
DRAP1,7.998925545,8.138182904,8.118114834,7.459707679,6.225146037
DRAXIN,4.456853141,4.44591048,3.676795939,2.157736357,1.437070297
DRC1,2.322647943,2.236727336,2.599876658,0.812292746,0.86764441
DRC7,2.218392671,1.96780795,1.937454363,0.290569224,1.11184454
DRD1,0.63364205,1.102530825,1.957403624,0.66635956,0.419938349
DRD3,0.075531583,0.028360788,0.087979718,0.309868357,0
DRD4,3.655491083,3.716155884,3.51208033,2.489848886,1.549981653
DRG1,7.039844629,7.016872098,6.871735721,6.635371559,5.434800957
DRG2,5.835706268,5.837595035,5.848141765,5.237346016,3.952744249
DRICH1,1.385659446,1.400492062,1.319974248,0.506707447,0.301946157
DROSHA,5.933572758,5.86866439,5.836361492,3.541504918,4.368845662
DRP2,3.648293471,3.787701454,4.185879145,1.493621783,1.213908153
DSC1,0.424111552,0.482040148,0.417604308,0.051783385,1.029490147
DSC2,3.317269173,3.453824104,2.944381376,2.272840649,2.89352012
DSC3,0.230731347,0.246933181,0.013390662,0.008164853,0.951805514
DSCAML1,3.531847099,3.796965283,4.58090346,3.153297247,2.346600566
DSCC1,4.035494142,3.94775862,3.917203378,2.170873932,2.742713106
DSCR10,0,0,0,0,0
DSCR4,0,0,0,0,0
DSCR8,0,0.015975099,0.041683294,0.014801518,0.798277102
DSCR9,1.165755217,1.180741367,1.020453622,0.975019986,0.51919198
DSG1,0.165306813,0.203986839,0.319603363,0.808955429,0.141233319
DSG3,0.023244866,0.037887277,0.051916373,0.785244022,0.046440504
DSG4,0.012800354,0.019994529,0.009713941,0,0.636718179
DSN1,4.932640857,4.810672779,4.705109296,4.894294296,3.153257041
DSP,1.343018976,1.752955984,1.946951752,0.588423895,0.638717615
DSPP,0.082443259,0.12356608,0.088463049,0.019142505,0.006575394
DST,6.710459106,6.631436974,6.921647841,4.599630587,4.476627026
DSTN,9.305919104,9.346334207,9.400436008,7.511249376,5.540253954
DSTYK,5.041725214,4.984597597,5.423605764,2.948898685,2.721691262
DTD1,7.388251103,7.431275392,7.426655363,6.542727997,4.608532724
DTHD1,1.713443151,1.320254994,1.366909279,1.491385045,0.536527482
DTNA,7.387726164,7.451865406,7.861357267,4.802841497,3.532008079
DTNB,4.037664373,4.297840045,4.84620386,3.249455127,3.559501789
DTNBP1,5.234646861,5.339226616,5.392449517,5.133015044,3.578040799
DTWD1,4.586171778,4.321276626,4.41228328,2.935713615,2.411130675
DTWD2,3.278396803,3.187042824,3.460244334,2.22398425,1.668006391
DTX1,5.013137325,5.351591587,5.775695346,2.826488334,2.330953366
DTX3,7.171554694,7.17024453,7.43317551,4.82532263,4.367644565
DTYMK,6.765187089,6.782256797,6.384752475,6.707938916,4.434968585
DUBR,3.808334837,3.880803264,4.129342935,3.045063407,2.034458625
DUOX1,2.357636902,2.293846792,2.431089793,1.307749723,1.43482328
DUOX2,0.646264071,0.58040149,0.489871674,0.173419926,0.226156882
DUS1L,6.74899725,6.746284012,6.671114485,5.285567775,4.513284603
DUS3L,5.92678391,5.943249894,5.834218771,4.442346809,4.079415689
DUSP1,7.627411683,8.112528677,8.229859656,10.89609624,10.89969079
DUSP10,4.608993946,4.374209679,4.299332472,4.502567491,4.696698666
DUSP11,4.876888924,4.763176073,4.681628723,3.11418887,2.193549047
DUSP12,6.359865683,6.263040227,6.165218219,4.553167347,3.673088293
DUSP13,0.143138985,0.278716221,0.182626223,0.484072277,1.441539512
DUSP14,5.524390486,5.539186554,5.361434974,3.130124345,3.519492535
DUSP15,4.155629311,4.399710672,4.286118189,3.21938911,2.726316337
DUSP16,5.638650203,5.669755554,5.487624308,3.587658993,4.443352663
DUSP19,2.585307729,2.453719719,2.892593734,1.093446927,0.99878198
DUSP2,2.585157907,2.879726051,3.725355242,6.964069609,7.481914423
DUSP22,5.849632924,5.893487185,6.087289587,4.73750279,6.688790013
DUSP23,5.572543503,5.987063515,5.609842369,6.357972226,5.53293962
DUSP26,4.714645352,5.354510063,5.939702049,3.830974358,2.882660966
DUSP29,0.084025418,0.085174438,0.073379133,0.165108451,0
DUSP3,6.729927136,6.756734096,6.637762652,5.069335941,4.485586095
DUSP4,4.197092402,4.149348521,3.187051124,4.741706755,4.903043198
DUSP5,4.668816358,5.333438078,4.57626232,4.912061983,5.049493949
DUSP6,6.846184752,7.093544249,6.826816831,6.452866439,5.863598912
DUSP7,4.833921646,4.89030202,5.35018117,4.162759345,3.328607817
DUSP9,0.019628603,0.006019229,0.042169518,0.02448994,0
DUT,7.313022674,7.28762523,7.334764191,5.971389365,5.029436356
DUX4L3,0,0,0,0,0
DUXA,0,0,0,1.044092666,0.057791504
DVL1,7.034083366,6.973047678,7.341542226,5.411110649,5.132698636
DVL2,6.215125851,6.100784197,5.986339627,4.565479106,3.423238614
DVL3,7.31001687,7.214499249,6.927286902,4.714365534,4.740841823
DYNAP,0,0,0.009267103,0,0
DYNC1H1,7.355462274,7.384087009,7.783980497,5.076195786,6.545779864
DYNC1I1,4.088235256,4.796933437,5.899725857,2.980300596,3.388354428
DYNC1I2,6.694686298,6.78513835,7.091885869,5.267754077,4.971743486
DYNC1LI1,6.347452994,6.29728995,6.367516806,5.096247729,3.926893733
DYNC1LI2,8.550314633,8.469885523,8.914217124,6.501502536,5.519674021
DYNC2H1,3.88718397,3.718201959,3.87331448,1.244575214,2.605746878
DYNC2I1,5.633393507,5.368594408,5.292110683,3.276693297,3.138424486
DYNC2LI1,5.142072026,4.999121519,5.017841113,3.693128733,3.030270773
DYNLRB1,7.232684052,7.382148304,7.498545881,6.437049539,5.368077842
DYNLRB2,2.934633495,2.804284533,3.135269826,0.926527273,1.430637428
DYNLT1,8.677426029,8.688131235,8.188287717,8.271908597,5.58886962
DYNLT2,1.579148516,1.567156071,1.639564369,0.596478072,0.589957627
DYNLT3,6.454392975,6.651616354,6.4648656,4.59278812,3.648966893
DYNLT5,3.773119696,3.781890522,3.781296295,2.264139448,1.471172996
DYRK1A,5.814295964,5.706225089,5.837148318,3.733883746,4.653927632
DYRK1B,5.310710159,5.364030546,5.513956206,3.506811982,3.134869257
DYRK2,4.472029385,4.369602798,4.270820164,2.716906056,3.277866044
DYRK3,0.004326681,0.021407167,0.014258268,0,0.09226605
DYRK4,5.458557741,5.515167052,5.257873225,4.286691432,4.439562149
DYSF,3.839555938,4.346901889,3.834349277,3.452318355,2.734934046
DYTN,0.044341413,0.099377092,0.066169821,0.514592693,0.126580461
DZANK1,3.204477033,3.112144207,3.294170393,1.382139692,1.170981703
DZIP1L,3.307683755,3.281695534,2.792791043,2.358339563,1.898035976
E2F1,4.999960329,4.918025794,4.941220631,4.289581501,4.527361697
E2F2,2.668016553,2.441084509,2.033373979,1.642674057,1.055597769
E2F3,5.098814793,5.068107924,4.75039397,3.285792165,3.156540647
E2F4,6.818396576,6.763858347,6.757373657,5.401851164,5.743509395
E2F6,4.709808085,4.567551709,4.541824553,2.531148982,2.656986542
E2F7,2.577891902,2.676501439,1.914642155,1.96087792,1.269659959
E2F8,1.904342654,1.886688353,1.501443445,0.952685662,0.65622765
E4F1,6.000081387,5.995351719,6.05628127,3.936809451,3.716894533
EAF1,6.45655056,6.398286645,5.953380548,4.670354162,3.787506162
EAF2,3.21146821,3.2276945,3.307291266,3.278297009,2.466477829
EAPP,6.6474086,6.517554798,6.643978826,4.869367741,4.149200494
EARS2,5.159311607,5.150560488,5.146309691,2.821714186,3.083208568
EBAG9,5.734325672,5.720717051,5.745816978,3.945764918,3.422956392
EBF1,2.819707446,3.116920375,2.923142207,3.087551529,1.430866378
EBF4,5.683377135,5.798419386,5.937848374,4.450945726,3.322742787
EBI3,4.246017349,4.626308282,4.412216953,4.757695031,4.72919144
EBLN3P,6.698469875,6.535808286,6.422734524,4.88783216,4.484645718
EBP,0,0,0,0,0
EBPL,5.82983218,5.857041399,5.562619456,5.186041288,3.787624114
ECD,5.278177941,5.314002888,5.395273913,4.709547432,3.505943084
ECEL1,1.115562789,1.376085548,0.921462758,1.477099743,0.490164736
ECHDC1,7.129580527,7.116713384,7.165573245,4.870463944,5.685461946
ECHDC2,5.326721614,5.319344391,5.350808119,3.535801675,2.73890525
ECHDC3,2.157475577,2.725704116,2.770585917,3.312212295,2.700615408
ECI1,7.251248977,7.250153075,7.357523631,6.506278751,4.915097479
ECM1,4.643820974,4.891238357,4.596102525,2.884225779,2.628060043
ECPAS,6.192194053,6.153687316,6.306746917,3.434605567,3.655743468
ECRG4,3.406875841,4.487909773,4.770672646,1.18077747,1.710821256
ECSCR,4.276627776,4.785289565,4.312002021,3.51941095,3.433205359
ECT2,4.863139828,4.627673076,4.280436834,2.917570627,3.397335432
ECT2L,1.39134604,1.285643615,1.469183391,0.325363566,1.273100928
EDA2R,3.365381031,3.394669002,3.486220203,2.520405169,1.73430386
EDAR,0.298182503,0.261422299,0.21908828,0.603041666,1.114002929
EDARADD,1.433447521,1.397820709,1.169510339,1.557497018,0.669849447
EDC3,5.657708456,5.574113357,5.56172297,3.755530105,3.171763487
EDC4,6.155873049,6.13445005,6.179872913,4.638998265,4.780403872
EDDM3A,0.118491926,0.117045367,0.072537031,0.41541973,0.044702801
EDDM3B,0,0.033059035,0,1.145108555,0
EDEM1,5.370376346,5.260465589,4.803250197,3.590774239,4.141314232
EDEM3,5.647910475,5.59127387,5.575026293,3.357471599,2.843053871
